'random', 5, 1, 0, 121
'random', 5, 1, 1, 106
'random', 5, 1, 2, 120
'random', 5, 1, 3, 149
'random', 5, 1, 4, 161
'random', 5, 2, 0, 129
'random', 5, 2, 1, 121
'random', 5, 2, 2, 128
'random', 5, 2, 3, 155
'random', 5, 2, 4, 162
'random', 5, 3, 0, 133
'random', 5, 3, 1, 138
'random', 5, 3, 2, 115
'random', 5, 3, 3, 160
'random', 5, 3, 4, 162
'random', 5, 4, 0, 154
'random', 5, 4, 1, 154
'random', 5, 4, 2, 154
'random', 5, 4, 3, 159
'random', 5, 4, 4, 195
'random', 5, 5, 0, 165
'random', 5, 5, 1, 174
'random', 5, 5, 2, 148
'random', 5, 5, 3, 149
'random', 5, 5, 4, 168
'random', 6, 1, 0, 99
'random', 6, 1, 1, 131
'random', 6, 1, 2, 143
'random', 6, 1, 3, 156
'random', 6, 1, 4, 190
'random', 6, 2, 0, 116
'random', 6, 2, 1, 129
'random', 6, 2, 2, 153
'random', 6, 2, 3, 174
'random', 6, 2, 4, 195
'random', 6, 3, 0, 183
'random', 6, 3, 1, 156
'random', 6, 3, 2, 150
'random', 6, 3, 3, 181
'random', 6, 3, 4, 239
'random', 6, 4, 0, 160
'random', 6, 4, 1, 178
'random', 6, 4, 2, 174
'random', 6, 4, 3, 190
'random', 6, 4, 4, 211
'random', 6, 5, 0, 193
'random', 6, 5, 1, 179
'random', 6, 5, 2, 179
'random', 6, 5, 3, 166
'random', 6, 5, 4, 219
'random', 7, 1, 0, 118
'random', 7, 1, 1, 156
'random', 7, 1, 2, 146
'random', 7, 1, 3, 167
'random', 7, 1, 4, 185
'random', 7, 2, 0, 144
'random', 7, 2, 1, 147
'random', 7, 2, 2, 186
'random', 7, 2, 3, 187
'random', 7, 2, 4, 226
'random', 7, 3, 0, 159
'random', 7, 3, 1, 197
'random', 7, 3, 2, 182
'random', 7, 3, 3, 190
'random', 7, 3, 4, 206
'random', 7, 4, 0, 179
'random', 7, 4, 1, 176
'random', 7, 4, 2, 216
'random', 7, 4, 3, 203
'random', 7, 4, 4, 245
'random', 7, 5, 0, 202
'random', 7, 5, 1, 224
'random', 7, 5, 2, 195
'random', 7, 5, 3, 243
'random', 7, 5, 4, 245
'random', 8, 1, 0, 150
'random', 8, 1, 1, 161
'random', 8, 1, 2, 178
'random', 8, 1, 3, 190
'random', 8, 1, 4, 190
'random', 8, 2, 0, 169
'random', 8, 2, 1, 151
'random', 8, 2, 2, 180
'random', 8, 2, 3, 208
'random', 8, 2, 4, 243
'random', 8, 3, 0, 202
'random', 8, 3, 1, 195
'random', 8, 3, 2, 189
'random', 8, 3, 3, 201
'random', 8, 3, 4, 230
'random', 8, 4, 0, 185
'random', 8, 4, 1, 210
'random', 8, 4, 2, 227
'random', 8, 4, 3, 241
'random', 8, 4, 4, 219
'random', 8, 5, 0, 252
'random', 8, 5, 1, 213
'random', 8, 5, 2, 232
'random', 8, 5, 3, 246
'random', 8, 5, 4, 265
'random', 9, 1, 0, 159
'random', 9, 1, 1, 175
'random', 9, 1, 2, 201
'random', 9, 1, 3, 194
'random', 9, 1, 4, 211
'random', 9, 2, 0, 191
'random', 9, 2, 1, 182
'random', 9, 2, 2, 185
'random', 9, 2, 3, 213
'random', 9, 2, 4, 246
'random', 9, 3, 0, 201
'random', 9, 3, 1, 212
'random', 9, 3, 2, 237
'random', 9, 3, 3, 258
'random', 9, 3, 4, 225
'random', 9, 4, 0, 206
'random', 9, 4, 1, 237
'random', 9, 4, 2, 243
'random', 9, 4, 3, 266
'random', 9, 4, 4, 244
'random', 9, 5, 0, 244
'random', 9, 5, 1, 272
'random', 9, 5, 2, 285
'random', 9, 5, 3, 239
'random', 9, 5, 4, 318
'random', 10, 1, 0, 176
'random', 10, 1, 1, 201
'random', 10, 1, 2, 218
'random', 10, 1, 3, 261
'random', 10, 1, 4, 243
'random', 10, 2, 0, 183
'random', 10, 2, 1, 221
'random', 10, 2, 2, 205
'random', 10, 2, 3, 227
'random', 10, 2, 4, 260
'random', 10, 3, 0, 221
'random', 10, 3, 1, 202
'random', 10, 3, 2, 231
'random', 10, 3, 3, 228
'random', 10, 3, 4, 246
'random', 10, 4, 0, 246
'random', 10, 4, 1, 256
'random', 10, 4, 2, 252
'random', 10, 4, 3, 248
'random', 10, 4, 4, 283
'random', 10, 5, 0, 300
'random', 10, 5, 1, 279
'random', 10, 5, 2, 291
'random', 10, 5, 3, 284
'random', 10, 5, 4, 312
'random', 11, 1, 0, 192
'random', 11, 1, 1, 204
'random', 11, 1, 2, 228
'random', 11, 1, 3, 251
'random', 11, 1, 4, 260
'random', 11, 2, 0, 213
'random', 11, 2, 1, 196
'random', 11, 2, 2, 219
'random', 11, 2, 3, 261
'random', 11, 2, 4, 280
'random', 11, 3, 0, 227
'random', 11, 3, 1, 228
'random', 11, 3, 2, 235
'random', 11, 3, 3, 301
'random', 11, 3, 4, 277
'random', 11, 4, 0, 257
'random', 11, 4, 1, 252
'random', 11, 4, 2, 263
'random', 11, 4, 3, 272
'random', 11, 4, 4, 297
'random', 11, 5, 0, 255
'random', 11, 5, 1, 291
'random', 11, 5, 2, 313
'random', 11, 5, 3, 287
'random', 11, 5, 4, 326
'random', 12, 1, 0, 191
'random', 12, 1, 1, 216
'random', 12, 1, 2, 243
'random', 12, 1, 3, 262
'random', 12, 1, 4, 315
'random', 12, 2, 0, 192
'random', 12, 2, 1, 227
'random', 12, 2, 2, 220
'random', 12, 2, 3, 286
'random', 12, 2, 4, 330
'random', 12, 3, 0, 250
'random', 12, 3, 1, 263
'random', 12, 3, 2, 247
'random', 12, 3, 3, 285
'random', 12, 3, 4, 325
'random', 12, 4, 0, 271
'random', 12, 4, 1, 291
'random', 12, 4, 2, 250
'random', 12, 4, 3, 334
'random', 12, 4, 4, 321
'random', 12, 5, 0, 301
'random', 12, 5, 1, 322
'random', 12, 5, 2, 313
'random', 12, 5, 3, 312
'random', 12, 5, 4, 342
'random', 13, 1, 0, 232
'random', 13, 1, 1, 230
'random', 13, 1, 2, 241
'random', 13, 1, 3, 297
'random', 13, 1, 4, 304
'random', 13, 2, 0, 244
'random', 13, 2, 1, 241
'random', 13, 2, 2, 296
'random', 13, 2, 3, 267
'random', 13, 2, 4, 301
'random', 13, 3, 0, 252
'random', 13, 3, 1, 274
'random', 13, 3, 2, 261
'random', 13, 3, 3, 319
'random', 13, 3, 4, 324
'random', 13, 4, 0, 331
'random', 13, 4, 1, 283
'random', 13, 4, 2, 309
'random', 13, 4, 3, 359
'random', 13, 4, 4, 348
'random', 13, 5, 0, 333
'random', 13, 5, 1, 384
'random', 13, 5, 2, 308
'random', 13, 5, 3, 338
'random', 13, 5, 4, 365
'random', 14, 1, 0, 222
'random', 14, 1, 1, 225
'random', 14, 1, 2, 269
'random', 14, 1, 3, 302
'random', 14, 1, 4, 297
'random', 14, 2, 0, 282
'random', 14, 2, 1, 250
'random', 14, 2, 2, 328
'random', 14, 2, 3, 307
'random', 14, 2, 4, 330
'random', 14, 3, 0, 279
'random', 14, 3, 1, 270
'random', 14, 3, 2, 330
'random', 14, 3, 3, 318
'random', 14, 3, 4, 341
'random', 14, 4, 0, 336
'random', 14, 4, 1, 327
'random', 14, 4, 2, 311
'random', 14, 4, 3, 343
'random', 14, 4, 4, 364
'random', 14, 5, 0, 323
'random', 14, 5, 1, 349
'random', 14, 5, 2, 339
'random', 14, 5, 3, 410
'random', 14, 5, 4, 419
'random', 15, 1, 0, 265
'random', 15, 1, 1, 274
'random', 15, 1, 2, 292
'random', 15, 1, 3, 295
'random', 15, 1, 4, 380
'random', 15, 2, 0, 255
'random', 15, 2, 1, 275
'random', 15, 2, 2, 303
'random', 15, 2, 3, 322
'random', 15, 2, 4, 382
'random', 15, 3, 0, 283
'random', 15, 3, 1, 316
'random', 15, 3, 2, 331
'random', 15, 3, 3, 321
'random', 15, 3, 4, 321
'random', 15, 4, 0, 332
'random', 15, 4, 1, 331
'random', 15, 4, 2, 344
'random', 15, 4, 3, 343
'random', 15, 4, 4, 380
